,date,sitename,value,fips
24,2020-01-02,NCore,3.0,02090
41,2020-01-02,Miami Jones Ranch,2.0,04007
42,2020-01-02,Miami Town Site,3.0,04007
44,2020-01-02,Hayden,0.0,04007
67,2020-01-02,Phoenix JLG Supersite,1.0,04013
140,2020-01-02,Oakland West,0.0,06001
174,2020-01-02,Concord,0.0,06013
175,2020-01-02,Richmond - 7th St,1.0,06013
179,2020-01-02,Bethel Island,1.0,06013
184,2020-01-02,San Pablo - Rumrill,1.0,06013
197,2020-01-02,Fresno - Garland,0.0,06019
218,2020-01-02,Calexico - Ethel Street,0.0,06025
234,2020-01-02,NCore - White Mountain Research Station - OVL,0.0,06027
305,2020-01-02,LAX-Hastings,0.0,06037
405,2020-01-02,Riverside - Rubidoux,0.0,06065
422,2020-01-02,Arden Arcade - Del Paso Manor,0.0,06067
463,2020-01-02,Fontana - Arrow Highway,0.0,06071
507,2020-01-02,Mesa 2 /Nipomo,0.0,06079
593,2020-01-02,Vallejo,0.0,06095
651,2020-01-02,Welby - 78th Ave. & Steele St.,1.0,08001
658,2020-01-02,7004,1.0,08007
665,2020-01-02,Denver - CAMP - 2105 Broadway,0.0,08031
671,2020-01-02,La Casa NCORE - 4545 Navajo St.,0.0,08031
678,2020-01-02,Colorado Springs - Highway 24,0.0,08041
719,2020-01-02,Bridgeport,0.0,09001
734,2020-01-02,Cornwall,0.0,09005
740,2020-01-02,New Haven - Criscuolo Park,0.0,09009
751,2020-01-02,LUMS 2,0.0,10003
753,2020-01-02,Rte 9 Del. City,0.0,10003
758,2020-01-02,BELLFNT2,0.0,10003
763,2020-01-02,MLK,0.0,10003
776,2020-01-02,McMillan NCORE,1.0,11001
797,2020-01-02,NCORE,1.0,12011
806,2020-01-02,Crystal River Preserve,0.0,12017
815,2020-01-02,Kooker Park,0.0,12031
819,2020-01-02,Cedar Bay,1.0,12031
842,2020-01-02,APOLLO BEACH,0.0,12057
847,2020-01-02,DAVIS ISLAND,0.0,12057
871,2020-01-02,Port Manatee,0.0,12081
891,2020-01-02,FBHWWTP,3.0,12089
899,2020-01-02,Winter Park,0.0,12095
919,2020-01-02,Sikes Elementary School,0.0,12105
949,2020-01-02,Macon Forestry,0.0,13021
950,2020-01-02,Savannah East President,2.0,13051
953,2020-01-02,Savannah L&A,0.0,13051
961,2020-01-02,South DeKalb,0.0,13089
963,2020-01-02,Rome-Kraftsman,0.0,13115
965,2020-01-02,United Ave,0.0,13121
981,2020-01-02,Augusta,0.0,13245
984,2020-01-02,Hawaii Volcanoes NP - Visitor's Center,0.0,15001
986,2020-01-02,Hilo,1.0,15001
988,2020-01-02,Kona,0.0,15001
990,2020-01-02,Pahala,1.0,15001
992,2020-01-02,Ocean View,0.0,15001
994,2020-01-02,Mountain View,2.0,15001
997,2020-01-02,Kapolei,0.0,15003
1001,2020-01-02,Honolulu,0.0,15003
1014,2020-01-02,St. Lukes Meridian,0.0,16001
1017,2020-01-02,Pocatello STP,1.0,16005
1032,2020-01-02,Soda Springs Monsanto,1.0,16029
1093,2020-01-02,New Albany,0.0,18043
1110,2020-01-02,Gary-IITRI,0.0,18089
1114,2020-01-02,Hammond-141st St,0.0,18089
1126,2020-01-02,Indpls-Harding St,0.0,18097
1132,2020-01-02,Indpls-Washington Park,0.0,18097
1159,2020-01-02,Evansville-Buena Vista,0.0,18163
1164,2020-01-02,Terre Haute-Lafayette Ave,1.0,18167
1175,2020-01-02,"Clinton, Chancy Park",0.0,19045
1178,2020-01-02,PUBLIC HEALTH,0.0,19113
1179,2020-01-02,TAIT CUMMINS,0.0,19113
1181,2020-01-02,"Muscatine, Greenwood",0.0,19139
1183,2020-01-02,"Muscatine, High School East Campus",0.0,19139
1184,2020-01-02,"Muscatine, Musser Park",0.0,19139
1191,2020-01-02,"Davenport, 10th & Vine",0.0,19163
1194,2020-01-02,Lake Sugema,0.0,19177
1203,2020-01-02,Chanute,0.0,20133
1222,2020-01-02,Cedar Bluff,-2.0,20195
1227,2020-01-02,WY/KC,1.0,20209
1243,2020-01-02,WATSON,1.0,21111
1249,2020-01-02,Cannons Lane,0.0,21111
1257,2020-01-02,Firearms Training,1.0,21111
1313,2020-01-02,Chalmette Vista,0.0,22087
1333,2020-01-02,MICMAC,0.0,23003
1339,2020-01-02,Portland - Deering Oaks,0.0,23005
1345,2020-01-02,Acadia NP - McFarland,0.0,23009
1347,2020-01-02,Moran,0.0,24001
1348,2020-01-02,Horse Rock,1.0,24001
1349,2020-01-02,Riviera Beach,1.0,24003
1356,2020-01-02,Essex,0.0,24005
1363,2020-01-02,Horn Point,0.0,24019
1370,2020-01-02,Piney Run,0.0,24023
1382,2020-01-02,HU-Beltsville,0.0,24033
1393,2020-01-02,Fall River,0.0,25005
1411,2020-01-02,SPRINGFIELDSP,0.0,25013
1415,2020-01-02,WARE,0.0,25015
1423,2020-01-02,BOSTON-KENMORE,0.0,25025
1428,2020-01-02,Boston - Roxbury,0.0,25025
1435,2020-01-02,Worcester,0.0,25027
1443,2020-01-02,LANSING FILLEY ST,0.0,26065
1449,2020-01-02,GRAND RAPIDS,0.0,26081
1454,2020-01-02,MONROE STERLING ST PK,0.0,26115
1455,2020-01-02,WEST OLIVE,0.0,26139
1457,2020-01-02,PORT HURON,1.0,26147
1467,2020-01-02,ALLEN PARK,0.0,26163
1468,2020-01-02,DETROIT - SOUTHWEST ,0.0,26163
1474,2020-01-02,NMH48217,0.0,26163
1477,2020-01-02,DET POLICE 4TH,1.0,26163
1480,2020-01-02,TRINITY ST MARKS,0.0,26163
1481,2020-01-02,MILITARY PARK,0.0,26163
1489,2020-01-02,Blaine,0.0,27003
1502,2020-01-02,Minneapolis-Downtown,1.0,27053
1533,2020-01-02,Jackson NCORE,0.0,28049
1536,2020-01-02,PASCAGOULA,0.0,28059
1546,2020-01-02,Buick NE,1.0,29093
1549,2020-01-02,Troost,0.0,29095
1555,2020-01-02,"Herculaneum, Mott Street",0.0,29099
1559,2020-01-02,MTSP,1.0,29137
1560,2020-01-02,Rider Trail I-70,0.0,29189
1567,2020-01-02,BLAIR STREET,0.0,29510
1617,2020-01-02,Billings Coburn Rd,0.0,30111
1624,2020-01-02,NCORE,0.0,31055
1625,2020-01-02,16th and Whitmore,0.0,31055
1630,2020-01-02,Sheldon Station,0.0,31109
1657,2020-01-02,Jerome Mack,2.0,32003
1683,2020-01-02,Reno3,0.0,32031
1721,2020-01-02,Miller State Park,0.0,33011
1722,2020-01-02,Pembroke Exchange St,1.0,33013
1727,2020-01-02,Portsmouth,1.0,33015
1732,2020-01-02,Londonderry - Moose Hill,0.0,33015
1736,2020-01-02,Brigantine,0.0,34001
1742,2020-01-02,Camden Spruce St,0.0,34007
1750,2020-01-02,Newark Firehouse,0.0,34013
1753,2020-01-02,Bayonne,0.0,34017
1755,2020-01-02,Jersey City,0.0,34017
1770,2020-01-02,Chester,0.0,34027
1772,2020-01-02,Elizabeth,0.0,34039
1775,2020-01-02,Elizabeth Trailer,0.0,34039
1780,2020-01-02,Columbia,0.0,34041
1809,2020-01-02,Bloomfield,0.0,35045
1817,2020-01-02,Substation,-1.0,35045
1899,2020-01-02,BAYVIEW,0.0,37013
1900,2020-01-02,Southport DRR,0.0,37019
1902,2020-01-02,Skyland DRR,0.0,37021
1903,2020-01-02,LENOIR,0.0,37027
1913,2020-01-02,Durham Armory,0.0,37063
1922,2020-01-02,HATTIEAVEN,0.0,37067
1926,2020-01-02,Canton DRR,0.0,37087
1930,2020-01-02,JAMESVIL,0.0,37117
1941,2020-01-02,Semora DRR,0.0,37145
1949,2020-01-02,Millbrook NCore,0.0,37183
1958,2020-01-02,Lostwood NWR,0.0,38013
1963,2020-01-02,Bismarck Residential,0.0,38015
1968,2020-01-02,Fargo NW,1.0,38017
1973,2020-01-02,TRNP-NU,0.0,38053
1977,2020-01-02,Beulah North,0.0,38057
1982,2020-01-02,Hannover,0.0,38065
1987,2020-01-02,RYDER,0.0,38101
1989,2020-01-02,West Union,0.0,39001
1991,2020-01-02,Lima,0.0,39003
1992,2020-01-02,Conneaut,0.0,39007
1993,2020-01-02,Shadyside PSD,0.0,39013
1994,2020-01-02,Amanda  Elementary,0.0,39017
1995,2020-01-02,Yankee Road,1.0,39017
1996,2020-01-02,Made,1.0,39017
1999,2020-01-02,Mud Run,0.0,39023
2001,2020-01-02,East Liverpool,0.0,39029
2002,2020-01-02,St Theodosius,1.0,39035
2003,2020-01-02,Fire Station 13,0.0,39035
2010,2020-01-02,G.T.Craig,0.0,39035
2011,2020-01-02,Harvard Yards,0.0,39035
2017,2020-01-02,Columbus - Fairgrounds,0.0,39049
2020,2020-01-02,Cheshire,0.0,39053
2023,2020-01-02,Colerain,0.0,39061
2029,2020-01-02,Taft,0.0,39061
2033,2020-01-02,Steubenville,0.0,39081
2034,2020-01-02,Eastlake,2.0,39085
2036,2020-01-02,Painesville - JFS,0.0,39085
2038,2020-01-02,Ironton - ODOT,0.0,39087
2039,2020-01-02,Collins Park,0.0,39095
2041,2020-01-02,Youngstown - Oakhill,1.0,39099
2045,2020-01-02,Hackney,0.0,39115
2054,2020-01-02,East High School,0.0,39153
2055,2020-01-02,Akron NIFH/STEM,0.0,39153
2062,2020-01-02,STILWELL CASTNET & NCORE,0.0,40001
2077,2020-01-02,Kremlin,0.0,40047
2080,2020-01-02,Ponca City,0.0,40071
2081,2020-01-02,Pryor,1.0,40097
2082,2020-01-02,Ft. Gibson,0.0,40101
2091,2020-01-02,North OKC,0.0,40109
2102,2020-01-02,Tulsa 0175,0.0,40143
2105,2020-01-02,Tulsa 0179,0.0,40143
2106,2020-01-02,Tulsa 0235,0.0,40143
2111,2020-01-02,Tulsa,0.0,40143
2142,2020-01-02,Portland - SE Lafayette,0.0,41051
2265,2020-01-02,NEW,0.0,42101
2267,2020-01-02,RIT,0.0,42101
2308,2020-01-02,Jenkins Avenue,0.0,45019
2311,2020-01-02,Cape Romain,0.0,45019
2321,2020-01-02,Greenville-ESC,0.0,45045
2324,2020-01-02,Irmo,0.0,45063
2329,2020-01-02,Parklane,0.0,45079
2333,2020-01-02,York Landfill,0.0,45091
2390,2020-01-02,Eastman Ross N Robinson,2.0,47163
2391,2020-01-02,Skyland Drive,0.0,47163
2599,2020-01-02,Underhill,0.0,50007
2606,2020-01-02,RUTLAND,1.0,50021
2609,2020-01-02,SHIRLEY PLANTATION,0.0,51036
2611,2020-01-02,FRANCONIA,0.0,51059
2618,2020-01-02,MATH & SCIENCE CTR,0.0,51087
2626,2020-01-02,EAST VINTON ELEMENTARY SCHOOL,0.0,51161
2627,2020-01-02,Rockingham,1.0,51165
2630,2020-01-02,NORFOLK - NOAA,0.0,51710
2662,2020-01-02,Seattle-Beacon Hill,0.0,53033
2679,2020-01-02,Anacortes-202 Ave (SO-AQS),0.0,53057
2712,2020-01-02,Bean,0.0,54057
2719,2020-01-02,GREEN BAY E HIGH,0.0,55009
2721,2020-01-02,MADISON EAST,0.0,55025
2727,2020-01-02,Horicon Wildlife Area,0.0,55027
2733,2020-01-02,POTAWATOMI ,0.0,55041
2742,2020-01-02,MILWAUKEE SER DNR,0.0,55079
2746,2020-01-02,RHINELANDER,2.0,55085
2763,2020-01-02,Sinclair In-Town,1.0,56007
2779,2020-01-02,Cheyenne NCore,0.0,56021
2809,2020-01-02,Moxa Arch,0.0,56037
2833,2020-01-02,Long Beach Signal Hill,0.0,84006
2848,2020-01-02,KS Hawaii,0.0,84015
2855,2020-01-02,East Chicago - Marina,0.0,84018
2867,2020-01-02,Lake Ilo,0.0,84038
2881,2020-01-02,Andrew Johnson Elem.,2.0,84047
2882,2020-01-02,Happy Hill,0.0,84047
2897,2020-01-02,Laramie County Mobile,0.0,84056
2902,2020-01-02,James Town Mobile,0.0,84056
2951,2020-02-02,NCore,12.0,02090
2968,2020-02-02,Miami Jones Ranch,0.0,04007
2969,2020-02-02,Miami Town Site,1.0,04007
2971,2020-02-02,Hayden,1.0,04007
2994,2020-02-02,Phoenix JLG Supersite,1.0,04013
3064,2020-02-02,Oakland West,0.0,06001
3098,2020-02-02,Concord,0.0,06013
3099,2020-02-02,Richmond - 7th St,0.0,06013
3103,2020-02-02,Bethel Island,1.0,06013
3108,2020-02-02,San Pablo - Rumrill,0.0,06013
3121,2020-02-02,Fresno - Garland,0.0,06019
3143,2020-02-02,Calexico - Ethel Street,0.0,06025
3159,2020-02-02,NCore - White Mountain Research Station - OVL,0.0,06027
3227,2020-02-02,LAX-Hastings,0.0,06037
3332,2020-02-02,Riverside - Rubidoux,0.0,06065
3349,2020-02-02,Arden Arcade - Del Paso Manor,0.0,06067
3390,2020-02-02,Fontana - Arrow Highway,0.0,06071
3435,2020-02-02,Mesa 2 /Nipomo,0.0,06079
3522,2020-02-02,Vallejo,0.0,06095
3582,2020-02-02,Welby - 78th Ave. & Steele St.,0.0,08001
3588,2020-02-02,7004,1.0,08007
3595,2020-02-02,Denver - CAMP - 2105 Broadway,0.0,08031
3601,2020-02-02,La Casa NCORE - 4545 Navajo St.,0.0,08031
3608,2020-02-02,Colorado Springs - Highway 24,0.0,08041
3648,2020-02-02,Bridgeport,0.0,09001
3663,2020-02-02,Cornwall,0.0,09005
3669,2020-02-02,New Haven - Criscuolo Park,0.0,09009
3680,2020-02-02,LUMS 2,0.0,10003
3682,2020-02-02,Rte 9 Del. City,0.0,10003
3687,2020-02-02,BELLFNT2,0.0,10003
3692,2020-02-02,MLK,0.0,10003
3705,2020-02-02,McMillan NCORE,0.0,11001
3726,2020-02-02,NCORE,1.0,12011
3735,2020-02-02,Crystal River Preserve,0.0,12017
3744,2020-02-02,Kooker Park,1.0,12031
3748,2020-02-02,Cedar Bay,1.0,12031
3771,2020-02-02,APOLLO BEACH,0.0,12057
3776,2020-02-02,DAVIS ISLAND,0.0,12057
3800,2020-02-02,Port Manatee,0.0,12081
3820,2020-02-02,FBHWWTP,2.0,12089
3828,2020-02-02,Winter Park,0.0,12095
3848,2020-02-02,Sikes Elementary School,0.0,12105
3878,2020-02-02,Macon Forestry,0.0,13021
3879,2020-02-02,Savannah East President,3.0,13051
3882,2020-02-02,Savannah L&A,0.0,13051
3890,2020-02-02,South DeKalb,0.0,13089
3892,2020-02-02,Rome-Kraftsman,0.0,13115
3894,2020-02-02,United Ave,0.0,13121
3910,2020-02-02,Augusta,0.0,13245
3913,2020-02-02,Hawaii Volcanoes NP - Visitor's Center,0.0,15001
3915,2020-02-02,Hilo,1.0,15001
3917,2020-02-02,Kona,0.0,15001
3919,2020-02-02,Pahala,1.0,15001
3921,2020-02-02,Ocean View,0.0,15001
3923,2020-02-02,Mountain View,2.0,15001
3926,2020-02-02,Kapolei,0.0,15003
3930,2020-02-02,Honolulu,0.0,15003
3943,2020-02-02,St. Lukes Meridian,0.0,16001
3946,2020-02-02,Pocatello STP,4.0,16005
3961,2020-02-02,Soda Springs Monsanto,1.0,16029
4024,2020-02-02,New Albany,0.0,18043
4041,2020-02-02,Gary-IITRI,0.0,18089
4045,2020-02-02,Hammond-141st St,0.0,18089
4057,2020-02-02,Indpls-Harding St,0.0,18097
4063,2020-02-02,Indpls-Washington Park,0.0,18097
4092,2020-02-02,Evansville-Buena Vista,0.0,18163
4097,2020-02-02,Terre Haute-Lafayette Ave,1.0,18167
4108,2020-02-02,"Clinton, Chancy Park",0.0,19045
4111,2020-02-02,PUBLIC HEALTH,0.0,19113
4112,2020-02-02,TAIT CUMMINS,0.0,19113
4114,2020-02-02,"Muscatine, Greenwood",0.0,19139
4116,2020-02-02,"Muscatine, High School East Campus",0.0,19139
4117,2020-02-02,"Muscatine, Musser Park",0.0,19139
4124,2020-02-02,"Davenport, 10th & Vine",0.0,19163
4127,2020-02-02,Lake Sugema,0.0,19177
4136,2020-02-02,Chanute,0.0,20133
4155,2020-02-02,Cedar Bluff,-2.0,20195
4160,2020-02-02,WY/KC,1.0,20209
4176,2020-02-02,WATSON,1.0,21111
4182,2020-02-02,Cannons Lane,1.0,21111
4190,2020-02-02,Firearms Training,1.0,21111
4246,2020-02-02,Chalmette Vista,0.0,22087
4266,2020-02-02,MICMAC,0.0,23003
4272,2020-02-02,Portland - Deering Oaks,0.0,23005
4278,2020-02-02,Acadia NP - McFarland,0.0,23009
4280,2020-02-02,Moran,0.0,24001
4281,2020-02-02,Horse Rock,1.0,24001
4282,2020-02-02,Riviera Beach,1.0,24003
4289,2020-02-02,Essex,0.0,24005
4296,2020-02-02,Horn Point,0.0,24019
4303,2020-02-02,Piney Run,0.0,24023
4315,2020-02-02,HU-Beltsville,0.0,24033
4326,2020-02-02,Fall River,0.0,25005
4344,2020-02-02,SPRINGFIELDSP,0.0,25013
4348,2020-02-02,WARE,0.0,25015
4356,2020-02-02,BOSTON-KENMORE,0.0,25025
4361,2020-02-02,Boston - Roxbury,0.0,25025
4368,2020-02-02,Worcester,0.0,25027
4376,2020-02-02,LANSING FILLEY ST,1.0,26065
4382,2020-02-02,GRAND RAPIDS,0.0,26081
4387,2020-02-02,MONROE STERLING ST PK,0.0,26115
4388,2020-02-02,WEST OLIVE,1.0,26139
4390,2020-02-02,PORT HURON,1.0,26147
4400,2020-02-02,ALLEN PARK,0.0,26163
4401,2020-02-02,DETROIT - SOUTHWEST ,2.0,26163
4407,2020-02-02,NMH48217,0.0,26163
4410,2020-02-02,DET POLICE 4TH,1.0,26163
4413,2020-02-02,TRINITY ST MARKS,0.0,26163
4414,2020-02-02,MILITARY PARK,1.0,26163
4422,2020-02-02,Blaine,0.0,27003
4435,2020-02-02,Minneapolis-Downtown,1.0,27053
4466,2020-02-02,Jackson NCORE,0.0,28049
4469,2020-02-02,PASCAGOULA,0.0,28059
4479,2020-02-02,Buick NE,1.0,29093
4482,2020-02-02,Troost,0.0,29095
4488,2020-02-02,"Herculaneum, Mott Street",0.0,29099
4492,2020-02-02,MTSP,1.0,29137
4493,2020-02-02,Rider Trail I-70,3.0,29189
4500,2020-02-02,BLAIR STREET,1.0,29510
4551,2020-02-02,Billings Coburn Rd,0.0,30111
4558,2020-02-02,NCORE,0.0,31055
4559,2020-02-02,16th and Whitmore,0.0,31055
4564,2020-02-02,Sheldon Station,0.0,31109
4591,2020-02-02,Jerome Mack,2.0,32003
4617,2020-02-02,Reno3,0.0,32031
4655,2020-02-02,Miller State Park,0.0,33011
4656,2020-02-02,Pembroke Exchange St,1.0,33013
4661,2020-02-02,Portsmouth,2.0,33015
4666,2020-02-02,Londonderry - Moose Hill,0.0,33015
4670,2020-02-02,Brigantine,0.0,34001
4676,2020-02-02,Camden Spruce St,0.0,34007
4684,2020-02-02,Newark Firehouse,0.0,34013
4687,2020-02-02,Bayonne,0.0,34017
4689,2020-02-02,Jersey City,0.0,34017
4703,2020-02-02,Chester,0.0,34027
4705,2020-02-02,Elizabeth,0.0,34039
4708,2020-02-02,Elizabeth Trailer,0.0,34039
4713,2020-02-02,Columbia,0.0,34041
4742,2020-02-02,Bloomfield,0.0,35045
4750,2020-02-02,Substation,-1.0,35045
4831,2020-02-02,BAYVIEW,0.0,37013
4832,2020-02-02,Southport DRR,0.0,37019
4834,2020-02-02,Skyland DRR,0.0,37021
4835,2020-02-02,LENOIR,0.0,37027
4845,2020-02-02,Durham Armory,0.0,37063
4854,2020-02-02,HATTIEAVEN,0.0,37067
4858,2020-02-02,Canton DRR,0.0,37087
4862,2020-02-02,JAMESVIL,0.0,37117
4873,2020-02-02,Semora DRR,0.0,37145
4879,2020-02-02,Millbrook NCore,0.0,37183
4888,2020-02-02,Lostwood NWR,0.0,38013
4893,2020-02-02,Bismarck Residential,0.0,38015
4898,2020-02-02,Fargo NW,1.0,38017
4903,2020-02-02,TRNP-NU,0.0,38053
4907,2020-02-02,Beulah North,0.0,38057
4912,2020-02-02,Hannover,1.0,38065
4917,2020-02-02,RYDER,0.0,38101
4919,2020-02-02,West Union,0.0,39001
4921,2020-02-02,Lima,0.0,39003
4922,2020-02-02,Conneaut,0.0,39007
4923,2020-02-02,Shadyside PSD,0.0,39013
4924,2020-02-02,Amanda  Elementary,0.0,39017
4925,2020-02-02,Yankee Road,1.0,39017
4926,2020-02-02,Made,1.0,39017
4929,2020-02-02,Mud Run,0.0,39023
4931,2020-02-02,East Liverpool,0.0,39029
4932,2020-02-02,St Theodosius,0.0,39035
4933,2020-02-02,Fire Station 13,0.0,39035
4940,2020-02-02,G.T.Craig,0.0,39035
4941,2020-02-02,Harvard Yards,1.0,39035
4947,2020-02-02,Columbus - Fairgrounds,0.0,39049
4950,2020-02-02,Cheshire,0.0,39053
4953,2020-02-02,Colerain,0.0,39061
4959,2020-02-02,Taft,0.0,39061
4963,2020-02-02,Steubenville,0.0,39081
4964,2020-02-02,Eastlake,2.0,39085
4966,2020-02-02,Painesville - JFS,0.0,39085
4968,2020-02-02,Ironton - ODOT,0.0,39087
4969,2020-02-02,Collins Park,0.0,39095
4971,2020-02-02,Youngstown - Oakhill,1.0,39099
4975,2020-02-02,Hackney,0.0,39115
4984,2020-02-02,East High School,0.0,39153
4985,2020-02-02,Akron NIFH/STEM,0.0,39153
4992,2020-02-02,STILWELL CASTNET & NCORE,1.0,40001
5007,2020-02-02,Kremlin,0.0,40047
5010,2020-02-02,Ponca City,0.0,40071
5011,2020-02-02,Pryor,3.0,40097
5012,2020-02-02,Ft. Gibson,0.0,40101
5021,2020-02-02,North OKC,0.0,40109
5032,2020-02-02,Tulsa 0175,0.0,40143
5035,2020-02-02,Tulsa 0179,0.0,40143
5036,2020-02-02,Tulsa 0235,0.0,40143
5041,2020-02-02,Tulsa,0.0,40143
5072,2020-02-02,Portland - SE Lafayette,0.0,41051
5195,2020-02-02,NEW,0.0,42101
5197,2020-02-02,RIT,0.0,42101
5238,2020-02-02,Jenkins Avenue,0.0,45019
5242,2020-02-02,Cape Romain,0.0,45019
5252,2020-02-02,Greenville-ESC,0.0,45045
5255,2020-02-02,Irmo,0.0,45063
5260,2020-02-02,Parklane,0.0,45079
5264,2020-02-02,York Landfill,0.0,45091
5321,2020-02-02,Eastman Ross N Robinson,4.0,47163
5322,2020-02-02,Skyland Drive,0.0,47163
5532,2020-02-02,Underhill,0.0,50007
5539,2020-02-02,RUTLAND,1.0,50021
5542,2020-02-02,SHIRLEY PLANTATION,0.0,51036
5544,2020-02-02,FRANCONIA,0.0,51059
5552,2020-02-02,MATH & SCIENCE CTR,0.0,51087
5560,2020-02-02,EAST VINTON ELEMENTARY SCHOOL,0.0,51161
5561,2020-02-02,Rockingham,1.0,51165
5564,2020-02-02,HAMPTON,0.0,51650
5566,2020-02-02,NORFOLK - NOAA,0.0,51710
5576,2020-02-02,Cheeka Peak,0.0,53009
5600,2020-02-02,Seattle-Beacon Hill,0.0,53033
5617,2020-02-02,Anacortes-202 Ave (SO-AQS),0.0,53057
5650,2020-02-02,Bean,0.0,54057
5657,2020-02-02,GREEN BAY E HIGH,0.0,55009
5659,2020-02-02,MADISON EAST,0.0,55025
5665,2020-02-02,Horicon Wildlife Area,0.0,55027
5671,2020-02-02,POTAWATOMI ,0.0,55041
5680,2020-02-02,MILWAUKEE SER DNR,0.0,55079
5684,2020-02-02,RHINELANDER,0.0,55085
5701,2020-02-02,Sinclair In-Town,1.0,56007
5717,2020-02-02,Cheyenne NCore,0.0,56021
5747,2020-02-02,Moxa Arch,0.0,56037
5774,2020-02-02,Long Beach Signal Hill,0.0,84006
5789,2020-02-02,KS Hawaii,0.0,84015
5796,2020-02-02,East Chicago - Marina,0.0,84018
5808,2020-02-02,Lake Ilo,0.0,84038
5822,2020-02-02,Andrew Johnson Elem.,6.0,84047
5823,2020-02-02,Happy Hill,0.0,84047
5838,2020-02-02,Laramie County Mobile,0.0,84056
5843,2020-02-02,James Town Mobile,0.0,84056
5892,2020-03-02,NCore,12.0,02090
5909,2020-03-02,Miami Jones Ranch,0.0,04007
5910,2020-03-02,Miami Town Site,0.0,04007
5912,2020-03-02,Hayden,1.0,04007
5934,2020-03-02,Phoenix JLG Supersite,0.0,04013
6007,2020-03-02,Oakland West,0.0,06001
6041,2020-03-02,Concord,0.0,06013
6042,2020-03-02,Richmond - 7th St,0.0,06013
6046,2020-03-02,Bethel Island,0.0,06013
6051,2020-03-02,San Pablo - Rumrill,0.0,06013
6064,2020-03-02,Fresno - Garland,0.0,06019
6086,2020-03-02,Calexico - Ethel Street,0.0,06025
6102,2020-03-02,NCore - White Mountain Research Station - OVL,0.0,06027
6170,2020-03-02,LAX-Hastings,0.0,06037
6279,2020-03-02,Riverside - Rubidoux,0.0,06065
6296,2020-03-02,Arden Arcade - Del Paso Manor,0.0,06067
6338,2020-03-02,Fontana - Arrow Highway,0.0,06071
6383,2020-03-02,Mesa 2 /Nipomo,0.0,06079
6469,2020-03-02,Vallejo,0.0,06095
6530,2020-03-02,Welby - 78th Ave. & Steele St.,0.0,08001
6537,2020-03-02,7004,5.0,08007
6544,2020-03-02,Denver - CAMP - 2105 Broadway,0.0,08031
6550,2020-03-02,La Casa NCORE - 4545 Navajo St.,0.0,08031
6559,2020-03-02,Colorado Springs - Highway 24,0.0,08041
6600,2020-03-02,Bridgeport,0.0,09001
6615,2020-03-02,Cornwall,0.0,09005
6621,2020-03-02,New Haven - Criscuolo Park,0.0,09009
6632,2020-03-02,LUMS 2,0.0,10003
6634,2020-03-02,Rte 9 Del. City,0.0,10003
6639,2020-03-02,BELLFNT2,0.0,10003
6643,2020-03-02,MLK,0.0,10003
6656,2020-03-02,McMillan NCORE,1.0,11001
6676,2020-03-02,NCORE,1.0,12011
6685,2020-03-02,Crystal River Preserve,0.0,12017
6694,2020-03-02,Kooker Park,1.0,12031
6698,2020-03-02,Cedar Bay,1.0,12031
6720,2020-03-02,APOLLO BEACH,0.0,12057
6725,2020-03-02,DAVIS ISLAND,0.0,12057
6748,2020-03-02,Port Manatee,0.0,12081
6768,2020-03-02,FBHWWTP,2.0,12089
6775,2020-03-02,Winter Park,0.0,12095
6795,2020-03-02,Sikes Elementary School,0.0,12105
6824,2020-03-02,Macon Forestry,0.0,13021
6825,2020-03-02,Savannah East President,3.0,13051
6828,2020-03-02,Savannah L&A,0.0,13051
6836,2020-03-02,South DeKalb,0.0,13089
6838,2020-03-02,Rome-Kraftsman,0.0,13115
6840,2020-03-02,United Ave,0.0,13121
6854,2020-03-02,Augusta,0.0,13245
6858,2020-03-02,Hilo,1.0,15001
6860,2020-03-02,Kona,0.0,15001
6862,2020-03-02,Pahala,1.0,15001
6864,2020-03-02,Ocean View,0.0,15001
6866,2020-03-02,Mountain View,2.0,15001
6869,2020-03-02,Kapolei,0.0,15003
6873,2020-03-02,Honolulu,0.0,15003
6885,2020-03-02,St. Lukes Meridian,0.0,16001
6888,2020-03-02,Pocatello STP,1.0,16005
6903,2020-03-02,Soda Springs Monsanto,1.0,16029
6969,2020-03-02,New Albany,0.0,18043
6986,2020-03-02,Gary-IITRI,0.0,18089
6990,2020-03-02,Hammond-141st St,1.0,18089
7002,2020-03-02,Indpls-Harding St,0.0,18097
7008,2020-03-02,Indpls-Washington Park,0.0,18097
7040,2020-03-02,Evansville-Buena Vista,0.0,18163
7045,2020-03-02,Terre Haute-Lafayette Ave,1.0,18167
7056,2020-03-02,"Clinton, Chancy Park",0.0,19045
7059,2020-03-02,PUBLIC HEALTH,0.0,19113
7060,2020-03-02,TAIT CUMMINS,0.0,19113
7061,2020-03-02,"Muscatine, Greenwood",0.0,19139
7063,2020-03-02,"Muscatine, High School East Campus",0.0,19139
7064,2020-03-02,"Muscatine, Musser Park",0.0,19139
7071,2020-03-02,"Davenport, 10th & Vine",0.0,19163
7074,2020-03-02,Lake Sugema,0.0,19177
7083,2020-03-02,Chanute,0.0,20133
7098,2020-03-02,PECK,0.0,20191
7103,2020-03-02,Cedar Bluff,-2.0,20195
7108,2020-03-02,WY/KC,2.0,20209
