,date,sitename,value,fips
3166,2020-02-14,LENOIR,0.0,37027
3167,2020-02-14,Durham Armory,0.0,37063
3168,2020-02-14,HATTIEAVEN,0.0,37067
3169,2020-02-14,Canton DRR,0.0,37087
3170,2020-02-14,JAMESVIL,0.0,37117
3171,2020-02-14,Semora DRR,0.0,37145
3172,2020-02-14,Millbrook NCore,0.0,37183
3173,2020-02-14,Lostwood NWR,0.0,38013
3174,2020-02-14,Bismarck Residential,0.0,38015
3175,2020-02-14,Fargo NW,1.0,38017
3176,2020-02-14,TRNP-NU,0.0,38053
3177,2020-02-14,Beulah North,0.0,38057
3178,2020-02-14,Hannover,1.0,38065
3179,2020-02-14,RYDER,0.0,38101
3180,2020-02-14,West Union,0.0,39001
3181,2020-02-14,Lima,0.0,39003
3182,2020-02-14,Conneaut,0.0,39007
3183,2020-02-14,Shadyside PSD,0.0,39013
3184,2020-02-14,Amanda  Elementary,0.0,39017
3185,2020-02-14,Yankee Road,0.0,39017
3186,2020-02-14,Made,0.0,39017
3187,2020-02-14,Mud Run,0.0,39023
3188,2020-02-14,East Liverpool,1.0,39029
3189,2020-02-14,St Theodosius,1.0,39035
3190,2020-02-14,Fire Station 13,0.0,39035
3191,2020-02-14,Harvard Yards,0.0,39035
3192,2020-02-14,Columbus - Fairgrounds,0.0,39049
3193,2020-02-14,Cheshire,0.0,39053
3194,2020-02-14,Colerain,0.0,39061
3195,2020-02-14,Steubenville,0.0,39081
3196,2020-02-14,Eastlake,2.0,39085
3197,2020-02-14,Painesville - JFS,0.0,39085
3198,2020-02-14,Ironton - ODOT,0.0,39087
3199,2020-02-14,Collins Park,0.0,39095
3200,2020-02-14,Youngstown - Oakhill,1.0,39099
3201,2020-02-14,Hackney,0.0,39115
3202,2020-02-14,East High School,0.0,39153
3203,2020-02-14,Akron NIFH/STEM,0.0,39153
3204,2020-02-14,STILWELL CASTNET & NCORE,0.0,40001
3205,2020-02-14,Kremlin,0.0,40047
3206,2020-02-14,Ponca City,1.0,40071
3207,2020-02-14,Pryor,0.0,40097
3208,2020-02-14,Ft. Gibson,0.0,40101
3209,2020-02-14,North OKC,0.0,40109
3210,2020-02-14,Tulsa 0175,0.0,40143
3211,2020-02-14,Tulsa 0179,0.0,40143
3212,2020-02-14,Tulsa 0235,0.0,40143
3213,2020-02-14,Tulsa,0.0,40143
3214,2020-02-14,Portland - SE Lafayette,0.0,41051
3215,2020-02-14,NEW,0.0,42101
3216,2020-02-14,RIT,0.0,42101
3217,2020-02-14,Jenkins Avenue,0.0,45019
3218,2020-02-14,Cape Romain,0.0,45019
3219,2020-02-14,Greenville-ESC,0.0,45045
3220,2020-02-14,Irmo,0.0,45063
3221,2020-02-14,Parklane,0.0,45079
3222,2020-02-14,York Landfill,0.0,45091
3223,2020-02-14,Eastman Ross N Robinson,2.0,47163
3224,2020-02-14,Skyland Drive,1.0,47163
3225,2020-02-14,Underhill,0.0,50007
3226,2020-02-14,RUTLAND,0.0,50021
3227,2020-02-14,SHIRLEY PLANTATION,0.0,51036
3228,2020-02-14,FRANCONIA,0.0,51059
3229,2020-02-14,MATH & SCIENCE CTR,0.0,51087
3230,2020-02-14,EAST VINTON ELEMENTARY SCHOOL,0.0,51161
3231,2020-02-14,Rockingham,1.0,51165
3232,2020-02-14,HAMPTON,0.0,51650
3233,2020-02-14,NORFOLK - NOAA,0.0,51710
3234,2020-02-14,Cheeka Peak,0.0,53009
3235,2020-02-14,Seattle-Beacon Hill,0.0,53033
3236,2020-02-14,Anacortes-202 Ave (SO-AQS),0.0,53057
3237,2020-02-14,Bean,0.0,54057
3238,2020-02-14,GREEN BAY E HIGH,0.0,55009
3239,2020-02-14,MADISON EAST,0.0,55025
3240,2020-02-14,Horicon Wildlife Area,0.0,55027
3241,2020-02-14,POTAWATOMI ,0.0,55041
3242,2020-02-14,MILWAUKEE SER DNR,0.0,55079
3243,2020-02-14,RHINELANDER,7.0,55085
3244,2020-02-14,Sinclair In-Town,1.0,56007
3245,2020-02-14,Cheyenne NCore,0.0,56021
3246,2020-02-14,Moxa Arch,0.0,56037
3247,2020-02-14,Long Beach Signal Hill,0.0,84006
3248,2020-02-14,KS Hawaii,0.0,84015
3249,2020-02-14,East Chicago - Marina,0.0,84018
3250,2020-02-14,Lake Ilo,0.0,84038
3251,2020-02-14,Andrew Johnson Elem.,0.0,84047
3252,2020-02-14,Happy Hill,0.0,84047
3253,2020-02-14,Kaukauna,0.0,84055
3254,2020-02-14,Laramie County Mobile,0.0,84056
3255,2020-02-14,James Town Mobile,0.0,84056
3256,2020-02-15,NCore,5.0,02090
3257,2020-02-15,Miami Jones Ranch,4.0,04007
3258,2020-02-15,Miami Town Site,3.0,04007
3259,2020-02-15,Hayden,0.0,04007
3260,2020-02-15,Phoenix JLG Supersite,0.0,04013
3261,2020-02-15,Oakland West,0.0,06001
3262,2020-02-15,Concord,1.0,06013
3263,2020-02-15,Richmond - 7th St,0.0,06013
3264,2020-02-15,Bethel Island,1.0,06013
3265,2020-02-15,San Pablo - Rumrill,0.0,06013
3266,2020-02-15,Fresno - Garland,0.0,06019
3267,2020-02-15,Calexico - Ethel Street,0.0,06025
3268,2020-02-15,NCore - White Mountain Research Station - OVL,0.0,06027
3269,2020-02-15,LAX-Hastings,0.0,06037
3270,2020-02-15,Riverside - Rubidoux,0.0,06065
3271,2020-02-15,Arden Arcade - Del Paso Manor,0.0,06067
3272,2020-02-15,Fontana - Arrow Highway,0.0,06071
3273,2020-02-15,Mesa 2 /Nipomo,0.0,06079
3274,2020-02-15,Vallejo,0.0,06095
3275,2020-02-15,Welby - 78th Ave. & Steele St.,0.0,08001
3276,2020-02-15,Denver - CAMP - 2105 Broadway,0.0,08031
3277,2020-02-15,La Casa NCORE - 4545 Navajo St.,0.0,08031
3278,2020-02-15,Colorado Springs - Highway 24,0.0,08041
3279,2020-02-15,Bridgeport,0.0,09001
3280,2020-02-15,Cornwall,0.0,09005
3281,2020-02-15,New Haven - Criscuolo Park,0.0,09009
3282,2020-02-15,LUMS 2,0.0,10003
3283,2020-02-15,Rte 9 Del. City,0.0,10003
3284,2020-02-15,MLK,0.0,10003
3285,2020-02-15,McMillan NCORE,0.0,11001
3286,2020-02-15,NCORE,1.0,12011
3287,2020-02-15,Crystal River Preserve,0.0,12017
3288,2020-02-15,Kooker Park,1.0,12031
3289,2020-02-15,Cedar Bay,0.0,12031
3290,2020-02-15,EAST BAY,0.0,12057
3291,2020-02-15,APOLLO BEACH,0.0,12057
3292,2020-02-15,DAVIS ISLAND,1.0,12057
3293,2020-02-15,Port Manatee,0.0,12081
3294,2020-02-15,FBHWWTP,1.0,12089
3295,2020-02-15,Winter Park,0.0,12095
3296,2020-02-15,Sikes Elementary School,0.0,12105
3297,2020-02-15,Macon Forestry,0.0,13021
3298,2020-02-15,Savannah East President,0.0,13051
3299,2020-02-15,Savannah L&A,0.0,13051
3300,2020-02-15,South DeKalb,0.0,13089
3301,2020-02-15,Rome-Kraftsman,0.0,13115
3302,2020-02-15,United Ave,0.0,13121
3303,2020-02-15,Augusta,0.0,13245
3304,2020-02-15,Hawaii Volcanoes NP - Visitor's Center,0.0,15001
3305,2020-02-15,Hilo,1.0,15001
3306,2020-02-15,Kona,0.0,15001
3307,2020-02-15,Pahala,1.0,15001
3308,2020-02-15,Ocean View,0.0,15001
3309,2020-02-15,Mountain View,2.0,15001
3310,2020-02-15,Kapolei,0.0,15003
3311,2020-02-15,Honolulu,0.0,15003
3312,2020-02-15,St. Lukes Meridian,0.0,16001
3313,2020-02-15,Pocatello STP,8.0,16005
3314,2020-02-15,Soda Springs Monsanto,2.0,16029
3315,2020-02-15,Bondville,0.0,17019
3316,2020-02-15,New Albany,0.0,18043
3317,2020-02-15,Gary-IITRI,0.0,18089
3318,2020-02-15,Hammond-141st St,0.0,18089
3319,2020-02-15,Indpls-Harding St,0.0,18097
3320,2020-02-15,Indpls-Washington Park,0.0,18097
3321,2020-02-15,Evansville-Buena Vista,0.0,18163
3322,2020-02-15,Terre Haute-Lafayette Ave,1.0,18167
3323,2020-02-15,"Clinton, Chancy Park",1.0,19045
3324,2020-02-15,PUBLIC HEALTH,1.0,19113
3325,2020-02-15,TAIT CUMMINS,4.0,19113
3326,2020-02-15,"Muscatine, Greenwood",0.0,19139
3327,2020-02-15,"Muscatine, High School East Campus",0.0,19139
3328,2020-02-15,"Muscatine, Musser Park",3.0,19139
3329,2020-02-15,"Davenport, 10th & Vine",0.0,19163
3330,2020-02-15,Lake Sugema,0.0,19177
3331,2020-02-15,Chanute,0.0,20133
3332,2020-02-15,PECK,0.0,20191
3333,2020-02-15,Cedar Bluff,-1.0,20195
3334,2020-02-15,WY/KC,1.0,20209
3335,2020-02-15,WATSON,1.0,21111
3336,2020-02-15,Cannons Lane,0.0,21111
3337,2020-02-15,Firearms Training,0.0,21111
3338,2020-02-15,Chalmette Vista,0.0,22087
3339,2020-02-15,MICMAC,0.0,23003
3340,2020-02-15,Portland - Deering Oaks,0.0,23005
3341,2020-02-15,Acadia NP - McFarland,0.0,23009
3342,2020-02-15,Moran,0.0,24001
3343,2020-02-15,Horse Rock,1.0,24001
3344,2020-02-15,Riviera Beach,0.0,24003
3345,2020-02-15,Essex,0.0,24005
3346,2020-02-15,Horn Point,0.0,24019
3347,2020-02-15,Piney Run,0.0,24023
3348,2020-02-15,HU-Beltsville,0.0,24033
3349,2020-02-15,Fall River,0.0,25005
3350,2020-02-15,SPRINGFIELDSP,0.0,25013
3351,2020-02-15,WARE,0.0,25015
3352,2020-02-15,BOSTON-KENMORE,0.0,25025
3353,2020-02-15,Boston - Roxbury,0.0,25025
3354,2020-02-15,Worcester,0.0,25027
3355,2020-02-15,LANSING FILLEY ST,1.0,26065
3356,2020-02-15,GRAND RAPIDS,0.0,26081
3357,2020-02-15,MONROE STERLING ST PK,2.0,26115
3358,2020-02-15,WEST OLIVE,2.0,26139
3359,2020-02-15,PORT HURON,1.0,26147
3360,2020-02-15,ALLEN PARK,1.0,26163
3361,2020-02-15,DETROIT - SOUTHWEST ,5.0,26163
3362,2020-02-15,NMH48217,1.0,26163
3363,2020-02-15,DET POLICE 4TH,4.0,26163
3364,2020-02-15,TRINITY ST MARKS,0.0,26163
3365,2020-02-15,MILITARY PARK,2.0,26163
3366,2020-02-15,Blaine,0.0,27003
3367,2020-02-15,Minneapolis-Downtown,1.0,27053
3368,2020-02-15,Jackson NCORE,0.0,28049
3369,2020-02-15,PASCAGOULA,0.0,28059
3370,2020-02-15,Buick NE,2.0,29093
3371,2020-02-15,Troost,0.0,29095
3372,2020-02-15,"Herculaneum, Mott Street",0.0,29099
3373,2020-02-15,MTSP,1.0,29137
3374,2020-02-15,Rider Trail I-70,1.0,29189
3375,2020-02-15,BLAIR STREET,0.0,29510
3376,2020-02-15,Billings Coburn Rd,0.0,30111
3377,2020-02-15,NCORE,0.0,31055
3378,2020-02-15,16th and Whitmore,0.0,31055
3379,2020-02-15,Sheldon Station,1.0,31109
3380,2020-02-15,Jerome Mack,1.0,32003
3381,2020-02-15,Reno3,0.0,32031
3382,2020-02-15,Miller State Park,0.0,33011
3383,2020-02-15,Pembroke Exchange St,1.0,33013
3384,2020-02-15,Portsmouth,3.0,33015
3385,2020-02-15,Londonderry - Moose Hill,0.0,33015
3386,2020-02-15,Brigantine,0.0,34001
3387,2020-02-15,Camden Spruce St,0.0,34007
3388,2020-02-15,Newark Firehouse,0.0,34013
3389,2020-02-15,Bayonne,0.0,34017
3390,2020-02-15,Jersey City,0.0,34017
3391,2020-02-15,Chester,0.0,34027
3392,2020-02-15,Elizabeth,0.0,34039
3393,2020-02-15,Elizabeth Trailer,0.0,34039
3394,2020-02-15,Columbia,0.0,34041
3395,2020-02-15,Bloomfield,0.0,35045
3396,2020-02-15,Substation,2.0,35045
3397,2020-02-15,BAYVIEW,0.0,37013
3398,2020-02-15,Southport DRR,6.0,37019
3399,2020-02-15,Skyland DRR,0.0,37021
3400,2020-02-15,LENOIR,0.0,37027
3401,2020-02-15,Durham Armory,0.0,37063
3402,2020-02-15,HATTIEAVEN,0.0,37067
3403,2020-02-15,Canton DRR,1.0,37087
3404,2020-02-15,JAMESVIL,0.0,37117
3405,2020-02-15,Semora DRR,0.0,37145
3406,2020-02-15,Millbrook NCore,0.0,37183
3407,2020-02-15,Lostwood NWR,0.0,38013
3408,2020-02-15,Bismarck Residential,1.0,38015
3409,2020-02-15,Fargo NW,1.0,38017
3410,2020-02-15,TRNP-NU,0.0,38053
3411,2020-02-15,Beulah North,1.0,38057
3412,2020-02-15,Hannover,1.0,38065
3413,2020-02-15,RYDER,0.0,38101
3414,2020-02-15,West Union,1.0,39001
3415,2020-02-15,Lima,0.0,39003
3416,2020-02-15,Conneaut,0.0,39007
3417,2020-02-15,Shadyside PSD,0.0,39013
3418,2020-02-15,Amanda  Elementary,0.0,39017
3419,2020-02-15,Yankee Road,0.0,39017
3420,2020-02-15,Made,0.0,39017
3421,2020-02-15,Mud Run,0.0,39023
3422,2020-02-15,East Liverpool,1.0,39029
3423,2020-02-15,St Theodosius,1.0,39035
3424,2020-02-15,Fire Station 13,0.0,39035
3425,2020-02-15,G.T.Craig,1.0,39035
3426,2020-02-15,Harvard Yards,0.0,39035
3427,2020-02-15,Columbus - Fairgrounds,0.0,39049
3428,2020-02-15,Cheshire,1.0,39053
3429,2020-02-15,Colerain,0.0,39061
3430,2020-02-15,Steubenville,1.0,39081
3431,2020-02-15,Eastlake,2.0,39085
3432,2020-02-15,Painesville - JFS,0.0,39085
3433,2020-02-15,Ironton - ODOT,0.0,39087
3434,2020-02-15,Collins Park,0.0,39095
3435,2020-02-15,Youngstown - Oakhill,1.0,39099
3436,2020-02-15,Hackney,1.0,39115
3437,2020-02-15,East High School,0.0,39153
3438,2020-02-15,Akron NIFH/STEM,0.0,39153
3439,2020-02-15,STILWELL CASTNET & NCORE,0.0,40001
3440,2020-02-15,Kremlin,0.0,40047
3441,2020-02-15,Ponca City,0.0,40071
3442,2020-02-15,Pryor,1.0,40097
3443,2020-02-15,Ft. Gibson,0.0,40101
3444,2020-02-15,North OKC,0.0,40109
3445,2020-02-15,Tulsa 0175,2.0,40143
3446,2020-02-15,Tulsa 0179,0.0,40143
3447,2020-02-15,Tulsa 0235,0.0,40143
3448,2020-02-15,Tulsa,0.0,40143
3449,2020-02-15,Portland - SE Lafayette,0.0,41051
3450,2020-02-15,NEW,0.0,42101
3451,2020-02-15,RIT,0.0,42101
3452,2020-02-15,E Providence,0.0,44007
3453,2020-02-15,Jenkins Avenue,1.0,45019
3454,2020-02-15,Cape Romain,0.0,45019
3455,2020-02-15,Greenville-ESC,0.0,45045
3456,2020-02-15,Irmo,0.0,45063
3457,2020-02-15,Parklane,0.0,45079
3458,2020-02-15,York Landfill,0.0,45091
3459,2020-02-15,Eastman Ross N Robinson,3.0,47163
3460,2020-02-15,Skyland Drive,2.0,47163
3461,2020-02-15,Underhill,0.0,50007
3462,2020-02-15,RUTLAND,0.0,50021
3463,2020-02-15,SHIRLEY PLANTATION,0.0,51036
3464,2020-02-15,FRANCONIA,0.0,51059
3465,2020-02-15,MATH & SCIENCE CTR,0.0,51087
3466,2020-02-15,EAST VINTON ELEMENTARY SCHOOL,0.0,51161
3467,2020-02-15,Rockingham,1.0,51165
3468,2020-02-15,HAMPTON,0.0,51650
3469,2020-02-15,NORFOLK - NOAA,0.0,51710
3470,2020-02-15,Cheeka Peak,0.0,53009
3471,2020-02-15,Seattle-Beacon Hill,0.0,53033
3472,2020-02-15,Anacortes-202 Ave (SO-AQS),0.0,53057
3473,2020-02-15,Bean,0.0,54057
3474,2020-02-15,GREEN BAY E HIGH,0.0,55009
3475,2020-02-15,MADISON EAST,0.0,55025
3476,2020-02-15,Horicon Wildlife Area,0.0,55027
3477,2020-02-15,POTAWATOMI ,0.0,55041
3478,2020-02-15,MILWAUKEE SER DNR,0.0,55079
3479,2020-02-15,RHINELANDER,7.0,55085
3480,2020-02-15,Sinclair In-Town,1.0,56007
3481,2020-02-15,Cheyenne NCore,0.0,56021
3482,2020-02-15,Moxa Arch,0.0,56037
3483,2020-02-15,Long Beach Signal Hill,0.0,84006
3484,2020-02-15,KS Hawaii,0.0,84015
3485,2020-02-15,East Chicago - Marina,0.0,84018
3486,2020-02-15,Lake Ilo,0.0,84038
3487,2020-02-15,Andrew Johnson Elem.,2.0,84047
3488,2020-02-15,Happy Hill,2.0,84047
3489,2020-02-15,Kaukauna,0.0,84055
3490,2020-02-15,Laramie County Mobile,0.0,84056
3491,2020-02-15,James Town Mobile,0.0,84056
3492,2020-02-16,NCore,8.0,02090
3493,2020-02-16,Miami Jones Ranch,5.0,04007
3494,2020-02-16,Miami Town Site,4.0,04007
3495,2020-02-16,Hayden,1.0,04007
3496,2020-02-16,Phoenix JLG Supersite,0.0,04013
3497,2020-02-16,Oakland West,0.0,06001
3498,2020-02-16,Concord,0.0,06013
3499,2020-02-16,Richmond - 7th St,0.0,06013
3500,2020-02-16,Bethel Island,1.0,06013
3501,2020-02-16,San Pablo - Rumrill,0.0,06013
3502,2020-02-16,Fresno - Garland,0.0,06019
3503,2020-02-16,Calexico - Ethel Street,1.0,06025
3504,2020-02-16,NCore - White Mountain Research Station - OVL,0.0,06027
3505,2020-02-16,LAX-Hastings,0.0,06037
3506,2020-02-16,Riverside - Rubidoux,0.0,06065
3507,2020-02-16,Arden Arcade - Del Paso Manor,0.0,06067
3508,2020-02-16,Fontana - Arrow Highway,0.0,06071
3509,2020-02-16,Mesa 2 /Nipomo,0.0,06079
3510,2020-02-16,Vallejo,0.0,06095
3511,2020-02-16,Welby - 78th Ave. & Steele St.,0.0,08001
3512,2020-02-16,Denver - CAMP - 2105 Broadway,0.0,08031
3513,2020-02-16,La Casa NCORE - 4545 Navajo St.,0.0,08031
3514,2020-02-16,Colorado Springs - Highway 24,0.0,08041
3515,2020-02-16,Bridgeport,0.0,09001
3516,2020-02-16,Cornwall,0.0,09005
3517,2020-02-16,New Haven - Criscuolo Park,0.0,09009
3518,2020-02-16,LUMS 2,0.0,10003
3519,2020-02-16,Rte 9 Del. City,0.0,10003
3520,2020-02-16,MLK,1.0,10003
3521,2020-02-16,McMillan NCORE,1.0,11001
3522,2020-02-16,NCORE,1.0,12011
3523,2020-02-16,Crystal River Preserve,0.0,12017
3524,2020-02-16,Kooker Park,0.0,12031
3525,2020-02-16,Cedar Bay,0.0,12031
3526,2020-02-16,EAST BAY,0.0,12057
3527,2020-02-16,APOLLO BEACH,0.0,12057
3528,2020-02-16,DAVIS ISLAND,1.0,12057
3529,2020-02-16,Port Manatee,0.0,12081
3530,2020-02-16,FBHWWTP,1.0,12089
3531,2020-02-16,Winter Park,0.0,12095
3532,2020-02-16,Sikes Elementary School,0.0,12105
3533,2020-02-16,Macon Forestry,0.0,13021
3534,2020-02-16,Savannah East President,0.0,13051
3535,2020-02-16,Savannah L&A,0.0,13051
3536,2020-02-16,South DeKalb,0.0,13089
3537,2020-02-16,Rome-Kraftsman,0.0,13115
3538,2020-02-16,United Ave,0.0,13121
3539,2020-02-16,Augusta,0.0,13245
3540,2020-02-16,Hawaii Volcanoes NP - Visitor's Center,0.0,15001
3541,2020-02-16,Hilo,1.0,15001
3542,2020-02-16,Kona,0.0,15001
3543,2020-02-16,Pahala,1.0,15001
3544,2020-02-16,Ocean View,0.0,15001
3545,2020-02-16,Mountain View,2.0,15001
3546,2020-02-16,Kapolei,0.0,15003
3547,2020-02-16,Honolulu,0.0,15003
3548,2020-02-16,St. Lukes Meridian,0.0,16001
3549,2020-02-16,Pocatello STP,15.0,16005
3550,2020-02-16,Soda Springs Monsanto,2.0,16029
3551,2020-02-16,Bondville,0.0,17019
3552,2020-02-16,New Albany,0.0,18043
3553,2020-02-16,Gary-IITRI,1.0,18089
3554,2020-02-16,Hammond-141st St,1.0,18089
3555,2020-02-16,Indpls-Harding St,0.0,18097
3556,2020-02-16,Indpls-Washington Park,0.0,18097
3557,2020-02-16,Evansville-Buena Vista,0.0,18163
3558,2020-02-16,Terre Haute-Lafayette Ave,1.0,18167
3559,2020-02-16,"Clinton, Chancy Park",0.0,19045
3560,2020-02-16,PUBLIC HEALTH,1.0,19113
3561,2020-02-16,TAIT CUMMINS,0.0,19113
3562,2020-02-16,"Muscatine, Greenwood",1.0,19139
3563,2020-02-16,"Muscatine, High School East Campus",0.0,19139
3564,2020-02-16,"Muscatine, Musser Park",0.0,19139
3565,2020-02-16,"Davenport, 10th & Vine",0.0,19163
3566,2020-02-16,Lake Sugema,0.0,19177
3567,2020-02-16,Chanute,0.0,20133
3568,2020-02-16,PECK,1.0,20191
3569,2020-02-16,Cedar Bluff,0.0,20195
3570,2020-02-16,WY/KC,2.0,20209
3571,2020-02-16,WATSON,1.0,21111
3572,2020-02-16,Cannons Lane,0.0,21111
3573,2020-02-16,Firearms Training,0.0,21111
3574,2020-02-16,Chalmette Vista,0.0,22087
3575,2020-02-16,MICMAC,0.0,23003
3576,2020-02-16,Portland - Deering Oaks,0.0,23005
3577,2020-02-16,Acadia NP - McFarland,0.0,23009
3578,2020-02-16,Moran,0.0,24001
3579,2020-02-16,Horse Rock,2.0,24001
3580,2020-02-16,Riviera Beach,0.0,24003
3581,2020-02-16,Essex,0.0,24005
3582,2020-02-16,Horn Point,0.0,24019
3583,2020-02-16,Piney Run,0.0,24023
3584,2020-02-16,HU-Beltsville,0.0,24033
3585,2020-02-16,Fall River,0.0,25005
3586,2020-02-16,SPRINGFIELDSP,0.0,25013
3587,2020-02-16,WARE,0.0,25015
3588,2020-02-16,BOSTON-KENMORE,0.0,25025
3589,2020-02-16,Boston - Roxbury,0.0,25025
3590,2020-02-16,Worcester,0.0,25027
3591,2020-02-16,LANSING FILLEY ST,1.0,26065
3592,2020-02-16,GRAND RAPIDS,0.0,26081
3593,2020-02-16,MONROE STERLING ST PK,0.0,26115
3594,2020-02-16,WEST OLIVE,1.0,26139
3595,2020-02-16,PORT HURON,1.0,26147
3596,2020-02-16,ALLEN PARK,0.0,26163
3597,2020-02-16,DETROIT - SOUTHWEST ,1.0,26163
3598,2020-02-16,NMH48217,1.0,26163
3599,2020-02-16,DET POLICE 4TH,1.0,26163
3600,2020-02-16,TRINITY ST MARKS,0.0,26163
3601,2020-02-16,MILITARY PARK,0.0,26163
3602,2020-02-16,Blaine,0.0,27003
3603,2020-02-16,Minneapolis-Downtown,1.0,27053
3604,2020-02-16,Jackson NCORE,0.0,28049
3605,2020-02-16,PASCAGOULA,0.0,28059
3606,2020-02-16,Buick NE,3.0,29093
3607,2020-02-16,Troost,1.0,29095
3608,2020-02-16,"Herculaneum, Mott Street",0.0,29099
3609,2020-02-16,MTSP,1.0,29137
3610,2020-02-16,Rider Trail I-70,1.0,29189
3611,2020-02-16,BLAIR STREET,0.0,29510
3612,2020-02-16,Billings Coburn Rd,0.0,30111
3613,2020-02-16,NCORE,0.0,31055
3614,2020-02-16,16th and Whitmore,0.0,31055
3615,2020-02-16,Sheldon Station,0.0,31109
3616,2020-02-16,Jerome Mack,1.0,32003
3617,2020-02-16,Reno3,0.0,32031
3618,2020-02-16,Miller State Park,0.0,33011
3619,2020-02-16,Pembroke Exchange St,1.0,33013
3620,2020-02-16,Portsmouth,2.0,33015
3621,2020-02-16,Londonderry - Moose Hill,0.0,33015
3622,2020-02-16,Brigantine,0.0,34001
3623,2020-02-16,Camden Spruce St,0.0,34007
3624,2020-02-16,Newark Firehouse,0.0,34013
3625,2020-02-16,Bayonne,0.0,34017
3626,2020-02-16,Jersey City,0.0,34017
3627,2020-02-16,Chester,0.0,34027
3628,2020-02-16,Elizabeth,0.0,34039
3629,2020-02-16,Elizabeth Trailer,0.0,34039
3630,2020-02-16,Columbia,0.0,34041
3631,2020-02-16,Bloomfield,0.0,35045
3632,2020-02-16,Substation,2.0,35045
3633,2020-02-16,BAYVIEW,0.0,37013
3634,2020-02-16,Southport DRR,2.0,37019
3635,2020-02-16,Skyland DRR,0.0,37021
3636,2020-02-16,LENOIR,0.0,37027
3637,2020-02-16,Durham Armory,0.0,37063
3638,2020-02-16,HATTIEAVEN,0.0,37067
3639,2020-02-16,Canton DRR,0.0,37087
3640,2020-02-16,JAMESVIL,0.0,37117
3641,2020-02-16,Semora DRR,0.0,37145
3642,2020-02-16,Millbrook NCore,0.0,37183
3643,2020-02-16,Lostwood NWR,2.0,38013
3644,2020-02-16,Bismarck Residential,0.0,38015
3645,2020-02-16,Fargo NW,1.0,38017
3646,2020-02-16,TRNP-NU,0.0,38053
3647,2020-02-16,Beulah North,0.0,38057
3648,2020-02-16,Hannover,1.0,38065
3649,2020-02-16,RYDER,0.0,38101
3650,2020-02-16,West Union,1.0,39001
3651,2020-02-16,Lima,0.0,39003
3652,2020-02-16,Conneaut,0.0,39007
3653,2020-02-16,Shadyside PSD,0.0,39013
3654,2020-02-16,Amanda  Elementary,0.0,39017
3655,2020-02-16,Yankee Road,0.0,39017
3656,2020-02-16,Made,0.0,39017
3657,2020-02-16,Mud Run,0.0,39023
3658,2020-02-16,East Liverpool,1.0,39029
3659,2020-02-16,St Theodosius,1.0,39035
3660,2020-02-16,Fire Station 13,0.0,39035
3661,2020-02-16,G.T.Craig,0.0,39035
3662,2020-02-16,Harvard Yards,0.0,39035
3663,2020-02-16,Columbus - Fairgrounds,0.0,39049
3664,2020-02-16,Cheshire,0.0,39053
3665,2020-02-16,Colerain,0.0,39061
3666,2020-02-16,Steubenville,0.0,39081
3667,2020-02-16,Eastlake,2.0,39085
3668,2020-02-16,Painesville - JFS,0.0,39085
3669,2020-02-16,Ironton - ODOT,0.0,39087
3670,2020-02-16,Collins Park,0.0,39095
3671,2020-02-16,Youngstown - Oakhill,1.0,39099
3672,2020-02-16,Hackney,2.0,39115
3673,2020-02-16,East High School,0.0,39153
3674,2020-02-16,Akron NIFH/STEM,0.0,39153
3675,2020-02-16,STILWELL CASTNET & NCORE,0.0,40001
3676,2020-02-16,Kremlin,0.0,40047
3677,2020-02-16,Ponca City,0.0,40071
3678,2020-02-16,Pryor,0.0,40097
3679,2020-02-16,Ft. Gibson,0.0,40101
3680,2020-02-16,North OKC,0.0,40109
3681,2020-02-16,Tulsa 0175,0.0,40143
3682,2020-02-16,Tulsa 0179,0.0,40143
3683,2020-02-16,Tulsa 0235,0.0,40143
3684,2020-02-16,Tulsa,0.0,40143
3685,2020-02-16,Portland - SE Lafayette,0.0,41051
3686,2020-02-16,NEW,0.0,42101
3687,2020-02-16,RIT,1.0,42101
3688,2020-02-16,E Providence,0.0,44007
3689,2020-02-16,Jenkins Avenue,0.0,45019
3690,2020-02-16,Cape Romain,0.0,45019
3691,2020-02-16,Greenville-ESC,0.0,45045
3692,2020-02-16,Irmo,0.0,45063
3693,2020-02-16,Parklane,0.0,45079
3694,2020-02-16,York Landfill,0.0,45091
3695,2020-02-16,Eastman Ross N Robinson,3.0,47163
3696,2020-02-16,Skyland Drive,0.0,47163
3697,2020-02-16,Underhill,0.0,50007
3698,2020-02-16,RUTLAND,0.0,50021
3699,2020-02-16,SHIRLEY PLANTATION,0.0,51036
3700,2020-02-16,FRANCONIA,0.0,51059
3701,2020-02-16,MATH & SCIENCE CTR,0.0,51087
3702,2020-02-16,EAST VINTON ELEMENTARY SCHOOL,0.0,51161
3703,2020-02-16,Rockingham,1.0,51165
3704,2020-02-16,HAMPTON,0.0,51650
3705,2020-02-16,NORFOLK - NOAA,0.0,51710
3706,2020-02-16,Cheeka Peak,0.0,53009
3707,2020-02-16,Seattle-Beacon Hill,3.0,53033
3708,2020-02-16,Anacortes-202 Ave (SO-AQS),0.0,53057
3709,2020-02-16,Bean,1.0,54057
3710,2020-02-16,GREEN BAY E HIGH,0.0,55009
3711,2020-02-16,MADISON EAST,0.0,55025
