,date,sitename,value,aqi_value,aqi_category,fips
813,2020-01-02,Kooker Park,6.0,6,0,12031
820,2020-01-02,Mandarin,10.0,10,0,12031
840,2020-01-02,GARDINIER,14.0,13,0,12057
846,2020-01-02,DAVIS ISLAND,13.0,12,0,12057
861,2020-01-02,Winkler Pump Station,9.0,9,0,12071
922,2020-01-02,Fl. Baptist Children's Home,13.0,13,0,12105
924,2020-01-02,Palatka,8.0,8,0,12107
935,2020-01-02,Paw Park,9.0,8,0,12115
941,2020-01-02,Seminole Community College (AG COMP),8.0,8,0,12117
947,2020-01-02,Macon Forestry,10.0,10,0,13021
951,2020-01-02,Savannah L&A,9.0,9,0,13051
954,2020-01-02,Athens,14.0,14,0,13059
959,2020-01-02,South DeKalb,15.0,14,0,13089
968,2020-01-02,Gwinnett Tech,11.0,11,0,13135
970,2020-01-02,Gainesville,10.0,10,0,13139
973,2020-01-02,Warner Robins,11.0,11,0,13153
979,2020-01-02,Augusta,5.0,6,0,13245
982,2020-01-02,Rossville,11.0,11,0,13295
999,2020-01-02,Honolulu,14.0,13,0,15003
1005,2020-01-02,Pearl City,15.0,14,0,15003
1009,2020-01-02,Boise Fire Station,21.0,20,0,16001
1018,2020-01-02,Pocatello Garrett and Gould,7.0,6,0,16005
1025,2020-01-02,Sandpoint U of I,4.0,4,0,16017
1030,2020-01-02,Nampa Fire Station,7.0,7,0,16027
1039,2020-01-02,Pinehurst,3.0,4,0,16079
1108,2020-01-02,Gary-IITRI,7.0,6,0,18089
1130,2020-01-02,Indpls-Washington Park,24.0,23,0,18097
1137,2020-01-02,Portage-Hwy 12,7.0,6,0,18127
1192,2020-01-02,Buffalo,16.0,15,0,19163
1202,2020-01-02,Chanute,6.0,6,0,20133
1206,2020-01-02,WHlthDpt,19.0,19,0,20173
1212,2020-01-02,KNI-Topeka,6.0,6,0,20177
1214,2020-01-02,Goodland,11.0,10,0,20181
1217,2020-01-02,PECK,7.0,7,0,20191
1220,2020-01-02,Cedar Bluff,1.0,2,0,20195
1225,2020-01-02,WY/KC,28.0,26,0,20209
1241,2020-01-02,WATSON,22.0,20,0,21111
1247,2020-01-02,Cannons Lane,19.0,19,0,21111
1251,2020-01-02,Near Road,22.0,21,0,21111
1253,2020-01-02,Carrithers Middle School,21.0,19,0,21111
1255,2020-01-02,Firearms Training,21.0,20,0,21111
1327,2020-01-02,Presque Isle Riverside,111.0,79,1,23003
1469,2020-01-02,DEARBORN,15.0,14,0,26163
1487,2020-01-02,Blaine,9.0,8,0,27003
1499,2020-01-02,Minneapolis-Lowry Ave,9.0,9,0,27053
1500,2020-01-02,Minneapolis-Pacific St,14.0,13,0,27053
1506,2020-01-02,Minneapolis - Bottineau/Marshall Terrace,13.0,13,0,27053
1510,2020-01-02,St. Paul - Downtown,14.0,14,0,27123
1539,2020-01-02,St. Joseph,12.0,11,0,29021
1544,2020-01-02,Hillcrest HS,7.0,6,0,29077
1547,2020-01-02,Front Street,14.0,14,0,29095
1552,2020-01-02,CARTHAGE,10.0,9,0,29097
1553,2020-01-02,ARNOLD WEST,7.0,6,0,29099
1558,2020-01-02,MTSP,4.0,5,0,29137
1568,2020-01-02,Branch Street,9.0,9,0,29510
1575,2020-01-02,Lewistown,11.0,10,0,30027
1577,2020-01-02,White Fish Dead End,2.0,3,0,30029
1578,2020-01-02,Kalispell Flathead Electric,9.0,8,0,30029
1579,2020-01-02,Columbia Falls,0.0,0,0,30029
1589,2020-01-02,Libby Courthouse,3.0,3,0,30053
1593,2020-01-02,Missoula Boyd Park,7.0,6,0,30063
1599,2020-01-02,Malta,56.0,52,1,30071
1603,2020-01-02,Broadus,4.0,4,0,30075
1608,2020-01-02,Sidney 201,21.0,19,0,30083
1613,2020-01-02,Thompson Falls HS,4.0,5,0,30089
1615,2020-01-02,Butte Greely School,8.0,8,0,30093
1622,2020-01-02,NCORE,9.0,9,0,31055
1636,2020-01-02,Paul Meyer,19.0,19,0,32003
1640,2020-01-02,Walter Johnson,16.0,16,0,32003
1643,2020-01-02,Palo Verde,13.0,13,0,32003
1646,2020-01-02,Joe Neal,25.0,24,0,32003
1650,2020-01-02,GreenValley,22.0,21,0,32003
1655,2020-01-02,Jerome Mack,51.0,47,0,32003
1659,2020-01-02,Sunrise Acres,60.0,53,1,32003
1663,2020-01-02,Boulder City,10.0,10,0,32003
1666,2020-01-02,Jean,25.0,23,0,32003
1671,2020-01-02,Elko,17.0,16,0,32007
1674,2020-01-02,Linda,8.0,7,0,32023
1675,2020-01-02,Church,13.0,12,0,32023
1676,2020-01-02,Manse,18.0,18,0,32023
1677,2020-01-02,Glen Oaks,16.0,16,0,32023
1681,2020-01-02,Reno3,17.0,16,0,32031
1688,2020-01-02,Toll,11.0,11,0,32031
1693,2020-01-02,Sparks,29.0,27,0,32031
1697,2020-01-02,Spanish Springs,14.0,14,0,32031
1719,2020-01-02,Miller State Park,7.0,7,0,33011
1725,2020-01-02,Portsmouth,18.0,18,0,33015
1783,2020-01-02,Anthony,22.0,21,0,35013
1785,2020-01-02,Holman Rd,11.0,10,0,35013
1788,2020-01-02,Chaparral,20.0,19,0,35013
1791,2020-01-02,Desert View,11.0,11,0,35013
1797,2020-01-02,West Mesa,5.0,6,0,35013
1804,2020-01-02,7E Deming Airport,15.0,15,0,35029
1816,2020-01-02,Substation,1.0,2,0,35045
1828,2020-01-02,Bronx - IS52,29.0,28,0,36005
1898,2020-01-02,Taylorsville Liledoun,7.0,6,0,37003
1906,2020-01-02,CHERRYGR,8.0,8,0,37033
1908,2020-01-02,W OWEN SCH,5.0,5,0,37051
1911,2020-01-02,Durham Armory,7.0,7,0,37063
1917,2020-01-02,Burdens Creek,11.0,10,0,37063
1920,2020-01-02,HATTIEAVEN,11.0,10,0,37067
1924,2020-01-02,MENDNHAL,9.0,9,0,37081
1947,2020-01-02,Millbrook NCore,8.0,8,0,37183
1956,2020-01-02,Lostwood NWR,9.0,8,0,38013
1966,2020-01-02,Fargo NW,5.0,6,0,38017
1971,2020-01-02,TRNP-NU,11.0,10,0,38053
1980,2020-01-02,Hannover,7.0,6,0,38065
1985,2020-01-02,RYDER,5.0,5,0,38101
2008,2020-01-02,G.T.Craig,12.0,12,0,39035
2027,2020-01-02,Taft,26.0,24,0,39061
2065,2020-01-02,Healdton,6.0,6,0,40019
2069,2020-01-02,Moore,14.0,14,0,40027
2071,2020-01-02,Lawton North,11.0,10,0,40031
2075,2020-01-02,Seiling,5.0,5,0,40043
2078,2020-01-02,Ponca City,9.0,8,0,40071
2084,2020-01-02,Near Road OKC,13.0,13,0,40109
2089,2020-01-02,North OKC,11.0,11,0,40109
2100,2020-01-02,Glenpool,7.0,7,0,40143
2263,2020-01-02,NEW,23.0,22,0,42101
2307,2020-01-02,Jenkins Avenue,8.0,7,0,45019
2319,2020-01-02,Greenville-ESC,6.0,6,0,45045
2325,2020-01-02,Cayce City Hall,6.0,6,0,45063
2336,2020-01-02,Research Farm,6.0,6,0,46011
2338,2020-01-02,Watertown,7.0,7,0,46029
2342,2020-01-02,WIND CAVE,9.0,8,0,46033
2347,2020-01-02,Badlands,6.0,6,0,46071
2351,2020-01-02,Black Hawk,1.0,2,0,46093
2354,2020-01-02,Sioux Falls,7.0,6,0,46099
2356,2020-01-02,Credit Union,17.0,16,0,46103
2360,2020-01-02,UC1,6.0,6,0,46127
2441,2020-01-02,El Paso UTEP C12,18.0,18,0,48141
2451,2020-01-02,Socorro Hueco C49,34.0,31,0,48141
2633,2020-01-02,Kennewick-Metaline,6.0,6,0,53005
2685,2020-01-02,Spokane-Augusta Ave,11.0,10,0,53063
2691,2020-01-02,Colville-E 1st St,17.0,16,0,53065
2695,2020-01-02,Burbank-Maple Street,8.0,7,0,53071
2704,2020-01-02,Yakima-4th Ave,6.0,6,0,53077
2725,2020-01-02,Horicon Wildlife Area,15.0,15,0,55027
2728,2020-01-02,Eau Claire,16.0,16,0,55035
2740,2020-01-02,MILWAUKEE SER DNR,17.0,16,0,55079
2744,2020-01-02,MILWAUKEE COLLEGE AVE.-NR,15.0,14,0,55079
2749,2020-01-02,Devils Lake,17.0,17,0,55111
2755,2020-01-02,WAUKESHA - CLEVELAND AVE,19.0,18,0,55133
2767,2020-01-02,Converse County Long-Term,3.0,4,0,56009
2773,2020-01-02,Johnson County,2.0,2,0,56019
2777,2020-01-02,Cheyenne NCore,4.0,5,0,56021
2783,2020-01-02,Sheridan PD,9.0,9,0,56033
2788,2020-01-02,Boulder,1.0,2,0,56035
2791,2020-01-02,Daniel South,4.0,4,0,56035
2805,2020-01-02,Wamsutter,1.0,2,0,56037
2808,2020-01-02,Moxa Arch,1.0,1,0,56037
2817,2020-01-02,Murphy Ridge,3.0,4,0,56041
2824,2020-01-02,Laurel,8.0,8,0,84002
2826,2020-01-02,Olancha,4.0,5,0,84006
2844,2020-01-02,Paonia,6.0,6,0,84008
2865,2020-01-02,Lake Ilo,2.0,3,0,84038
2876,2020-01-02,Aberdeen,9.0,8,0,84046
2891,2020-01-02,Madison University Ave,19.0,18,0,84055
2895,2020-01-02,Laramie County Mobile,20.0,19,0,84056
2900,2020-01-02,James Town Mobile,3.0,4,0,84056
2909,2020-01-02,Indio-29 Palms,22.0,21,0,840TT
2924,2020-01-02,Santa Rosa Rancheria,41.0,39,0,TT542
2932,2020-02-02,NO. BHAM,12.0,11,0,01073
2934,2020-02-02,WYLAM,9.0,8,0,01073
2940,2020-02-02,Garden,6.0,6,0,02020
2942,2020-02-02,Parkgate (Eagle River),2.0,2,0,02020
2943,2020-02-02,Bethel,4.0,4,0,02050
2949,2020-02-02,NCore,29.0,27,0,02090
2953,2020-02-02,Floyd Dryden,3.0,4,0,02110
2955,2020-02-02,Butte (Harrison Court),5.0,5,0,02170
2957,2020-02-02,Paul Spur Chemical Lime Plant,8.0,7,0,04003
2958,2020-02-02,Douglas Red Cross,27.0,25,0,04003
2965,2020-02-02,Payson Well Site,16.0,15,0,04007
2970,2020-02-02,Hayden,7.0,6,0,04007
2972,2020-02-02,Miami Golf Course,15.0,15,0,04007
2975,2020-02-02,Alamo Lake,5.0,6,0,04012
2977,2020-02-02,StJohns,16.0,15,0,04013
2980,2020-02-02,Senior Center,18.0,18,0,04013
2985,2020-02-02,LEHI,14.0,14,0,04013
2988,2020-02-02,High School,33.0,31,0,04013
2992,2020-02-02,Phoenix JLG Supersite,24.0,23,0,04013
2995,2020-02-02,Bullhead City,11.0,11,0,04015
2998,2020-02-02,Ajo,8.0,7,0,04019
2999,2020-02-02,Orange Grove,24.0,23,0,04019
3001,2020-02-02,Rillito,26.0,24,0,04019
3004,2020-02-02,South Tucson,22.0,20,0,04019
3016,2020-02-02,Green Valley,6.0,6,0,04019
3022,2020-02-02,Geronimo,26.0,24,0,04019
3024,2020-02-02,Sacaton,12.0,12,0,04021
3025,2020-02-02,CasaBlanca,27.0,25,0,04021
3028,2020-02-02,Nogales Post Office,67.0,57,1,04023
3033,2020-02-02,Yuma Supersite,15.0,14,0,04027
3082,2020-02-02,Chico -  East,12.0,12,0,06007
3088,2020-02-02,San Andreas,11.0,11,0,06009
3092,2020-02-02,Colusa - Sunrise Blvd.,10.0,9,0,06011
3113,2020-02-02,South Lake Tahoe - Sandy Way,10.0,9,0,06017
3119,2020-02-02,Fresno - Garland,24.0,23,0,06019
3133,2020-02-02,Willows-Colusa,7.0,7,0,06021
3137,2020-02-02,Jacobs,17.0,17,0,06023
3141,2020-02-02,Calexico - Ethel Street,42.0,39,0,06025
3144,2020-02-02,Brawley - 220 Main Street,26.0,25,0,06025
3147,2020-02-02,El Centro - 9th Street,30.0,28,0,06025
3150,2020-02-02,Westmorland - 570 Cook St,75.0,61,1,06025
3153,2020-02-02,Niland - English Road,20.0,19,0,06025
3157,2020-02-02,NCore - White Mountain Research Station - OVL,5.0,5,0,06027
3160,2020-02-02,Lone Pine,45.0,43,0,06027
3161,2020-02-02,Dirty Socks,562.0,459,5,06027
3162,2020-02-02,Shell Cut,538.0,434,5,06027
3163,2020-02-02,Bill Stanley,39.0,37,0,06027
3164,2020-02-02,Lizard Tail,212.0,129,2,06027
3165,2020-02-02,North Beach,144.0,96,1,06027
3166,2020-02-02,Mill Site,362.0,211,4,06027
3168,2020-02-02,Coso Junction,109.0,78,1,06027
3169,2020-02-02,Keeler,253.0,150,2,06027
3177,2020-02-02,Mojave - 923 Poole St.,28.0,26,0,06029
3197,2020-02-02,Glendora - Laurel,13.0,13,0,06037
3205,2020-02-02,Los Angeles - N. Main Street,28.0,26,0,06037
3234,2020-02-02,Lancaster-Division,35.0,33,0,06037
3239,2020-02-02,Madera-City,17.0,17,0,06039
3247,2020-02-02,Yosemite Village - Visitor Center,14.0,14,0,06043
3252,2020-02-02,Fort Bragg High School,11.0,10,0,06045
3257,2020-02-02,Mammoth Lakes,16.0,16,0,06051
3259,2020-02-02,Lee Vining,6.0,6,0,06051
3261,2020-02-02,Mono Shore,270.0,158,3,06051
3267,2020-02-02,King City AMS,8.0,8,0,06053
3281,2020-02-02,Anaheim,22.0,21,0,06059
3299,2020-02-02,Roseville - N.Sunrise/Douglas,14.0,14,0,06061
3319,2020-02-02,Indio - Jackson Street,20.0,19,0,06065
3321,2020-02-02,Saul Martinez,19.0,19,0,06065
3325,2020-02-02,Palm Springs - Fire Station,17.0,17,0,06065
3330,2020-02-02,Riverside - Rubidoux,26.0,25,0,06065
3336,2020-02-02,Mira Loma - Van Buren,41.0,39,0,06065
3341,2020-02-02,Lake Elsinore - W. Flint Street,12.0,12,0,06065
3352,2020-02-02,Downtown Sacramento - T Street,15.0,15,0,06067
3363,2020-02-02,Hollister AMS,15.0,14,0,06069
3369,2020-02-02,Barstow,63.0,55,1,06071
3375,2020-02-02,Lucerne Valley,74.0,61,1,06071
3383,2020-02-02,Upland,18.0,18,0,06071
3386,2020-02-02,Trona - Athol and Telegraph,108.0,78,1,06071
3393,2020-02-02,Hesperia - Olive Street,46.0,43,0,06071
3401,2020-02-02,San Bernadino - 4th Street,28.0,27,0,06071
3428,2020-02-02,TracyAP,9.0,9,0,06077
3432,2020-02-02,Paso Robles - Santa Fe Ave,14.0,13,0,06079
3433,2020-02-02,Mesa 2 /Nipomo,68.0,58,1,06079
3438,2020-02-02,San Luis Obispo - Higuera St,14.0,14,0,06079
3440,2020-02-02,Nipomo Mesa CDF,62.0,54,1,06079
3446,2020-02-02,Nipomo RP,16.0,16,0,06079
3449,2020-02-02,Atascadero2,10.0,10,0,06079
3465,2020-02-02,Santa Maria - Broadway,37.0,34,0,06083
3475,2020-02-02,Las Flores Canyon,10.0,10,0,06083
3477,2020-02-02,Lompoc H Street,23.0,21,0,06083
3481,2020-02-02,Goleta,15.0,14,0,06083
3535,2020-02-02,Modesto - 14th Street,21.0,19,0,06099
3542,2020-02-02,Yuba City,18.0,18,0,06101
3549,2020-02-02,Visalia - N. Church Street,29.0,28,0,06107
3565,2020-02-02,Simi Valley - Cochran Street,15.0,15,0,06111
3569,2020-02-02,El Rio - Rio Mesa School #2,17.0,16,0,06111
3581,2020-02-02,Welby - 78th Ave. & Steele St.,15.0,14,0,08001
3594,2020-02-02,Denver - CAMP - 2105 Broadway,6.0,6,0,08031
3600,2020-02-02,La Casa NCORE - 4545 Navajo St.,11.0,11,0,08031
3626,2020-02-02,Ute 3,8.0,7,0,08067
3629,2020-02-02,Ft. Collins - CSU Facilities,2.0,3,0,08069
3649,2020-02-02,Danbury,17.0,17,0,09001
3652,2020-02-02,Hartford-Huntley,18.0,17,0,09003
3656,2020-02-02,East Hartford,18.0,17,0,09003
3661,2020-02-02,Cornwall,12.0,12,0,09005
3667,2020-02-02,New Haven - Criscuolo Park,16.0,16,0,09009
3671,2020-02-02,Groton Fort Griswold,15.0,15,0,09011
3704,2020-02-02,McMillan NCORE,13.0,13,0,11001
3717,2020-02-02,Melbourne,9.0,9,0,12009
3742,2020-02-02,Kooker Park,9.0,8,0,12031
3749,2020-02-02,Mandarin,9.0,8,0,12031
3769,2020-02-02,GARDINIER,13.0,13,0,12057
3775,2020-02-02,DAVIS ISLAND,9.0,8,0,12057
3790,2020-02-02,Winkler Pump Station,11.0,10,0,12071
3851,2020-02-02,Fl. Baptist Children's Home,8.0,8,0,12105
3853,2020-02-02,Palatka,7.0,7,0,12107
3864,2020-02-02,Paw Park,10.0,9,0,12115
3870,2020-02-02,Seminole Community College (AG COMP),7.0,7,0,12117
3876,2020-02-02,Macon Forestry,8.0,7,0,13021
3880,2020-02-02,Savannah L&A,9.0,8,0,13051
3883,2020-02-02,Athens,8.0,7,0,13059
3888,2020-02-02,South DeKalb,8.0,8,0,13089
3897,2020-02-02,Gwinnett Tech,9.0,8,0,13135
3899,2020-02-02,Gainesville,9.0,8,0,13139
3902,2020-02-02,Warner Robins,9.0,9,0,13153
3908,2020-02-02,Augusta,6.0,6,0,13245
3911,2020-02-02,Rossville,9.0,8,0,13295
3928,2020-02-02,Honolulu,11.0,10,0,15003
3934,2020-02-02,Pearl City,13.0,13,0,15003
3938,2020-02-02,Boise Fire Station,6.0,6,0,16001
3947,2020-02-02,Pocatello Garrett and Gould,3.0,3,0,16005
3954,2020-02-02,Sandpoint U of I,22.0,21,0,16017
3959,2020-02-02,Nampa Fire Station,4.0,4,0,16027
3968,2020-02-02,Pinehurst,11.0,11,0,16079
4039,2020-02-02,Gary-IITRI,13.0,13,0,18089
4061,2020-02-02,Indpls-Washington Park,25.0,23,0,18097
4070,2020-02-02,Portage-Hwy 12,11.0,10,0,18127
4125,2020-02-02,Buffalo,37.0,35,0,19163
4135,2020-02-02,Chanute,10.0,9,0,20133
4139,2020-02-02,WHlthDpt,16.0,15,0,20173
4145,2020-02-02,KNI-Topeka,13.0,12,0,20177
4147,2020-02-02,Goodland,10.0,10,0,20181
4150,2020-02-02,PECK,9.0,9,0,20191
4153,2020-02-02,Cedar Bluff,2.0,2,0,20195
4158,2020-02-02,WY/KC,45.0,43,0,20209
4174,2020-02-02,WATSON,10.0,10,0,21111
4180,2020-02-02,Cannons Lane,11.0,10,0,21111
4184,2020-02-02,Near Road,11.0,11,0,21111
4186,2020-02-02,Carrithers Middle School,10.0,10,0,21111
4188,2020-02-02,Firearms Training,15.0,14,0,21111
4260,2020-02-02,Presque Isle Riverside,31.0,30,0,23003
4402,2020-02-02,DEARBORN,15.0,14,0,26163
4420,2020-02-02,Blaine,7.0,6,0,27003
4432,2020-02-02,Minneapolis-Lowry Ave,8.0,7,0,27053
4433,2020-02-02,Minneapolis-Pacific St,13.0,13,0,27053
4439,2020-02-02,Minneapolis - Bottineau/Marshall Terrace,9.0,8,0,27053
4443,2020-02-02,St. Paul - Downtown,12.0,11,0,27123
4472,2020-02-02,St. Joseph,23.0,22,0,29021
4477,2020-02-02,Hillcrest HS,8.0,8,0,29077
4480,2020-02-02,Front Street,23.0,22,0,29095
4485,2020-02-02,CARTHAGE,14.0,13,0,29097
4486,2020-02-02,ARNOLD WEST,9.0,8,0,29099
4491,2020-02-02,MTSP,6.0,6,0,29137
4501,2020-02-02,Branch Street,18.0,18,0,29510
4508,2020-02-02,Lewistown,5.0,5,0,30027
4510,2020-02-02,White Fish Dead End,37.0,35,0,30029
4511,2020-02-02,Kalispell Flathead Electric,21.0,20,0,30029
4512,2020-02-02,Columbia Falls,14.0,13,0,30029
4523,2020-02-02,Libby Courthouse,25.0,23,0,30053
4527,2020-02-02,Missoula Boyd Park,6.0,6,0,30063
4533,2020-02-02,Malta,4.0,4,0,30071
4537,2020-02-02,Broadus,6.0,6,0,30075
4542,2020-02-02,Sidney 201,1.0,2,0,30083
4547,2020-02-02,Thompson Falls HS,7.0,6,0,30089
4549,2020-02-02,Butte Greely School,7.0,6,0,30093
4556,2020-02-02,NCORE,15.0,15,0,31055
4570,2020-02-02,Paul Meyer,51.0,48,0,32003
4574,2020-02-02,Walter Johnson,43.0,40,0,32003
4577,2020-02-02,Palo Verde,57.0,52,1,32003
4580,2020-02-02,Joe Neal,47.0,44,0,32003
4584,2020-02-02,GreenValley,64.0,56,1,32003
4589,2020-02-02,Jerome Mack,110.0,78,1,32003
4593,2020-02-02,Sunrise Acres,97.0,72,1,32003
4597,2020-02-02,Boulder City,30.0,28,0,32003
4600,2020-02-02,Jean,41.0,38,0,32003
4605,2020-02-02,Elko,16.0,16,0,32007
4608,2020-02-02,Linda,59.0,53,1,32023
4609,2020-02-02,Church,97.0,72,1,32023
4610,2020-02-02,Manse,123.0,85,1,32023
4611,2020-02-02,Glen Oaks,147.0,97,1,32023
4615,2020-02-02,Reno3,8.0,8,0,32031
4622,2020-02-02,Toll,10.0,9,0,32031
4627,2020-02-02,Sparks,16.0,15,0,32031
4631,2020-02-02,Spanish Springs,15.0,15,0,32031
4653,2020-02-02,Miller State Park,9.0,9,0,33011
4659,2020-02-02,Portsmouth,25.0,23,0,33015
4716,2020-02-02,Anthony,26.0,25,0,35013
4718,2020-02-02,Holman Rd,10.0,10,0,35013
4721,2020-02-02,Chaparral,24.0,22,0,35013
4724,2020-02-02,Desert View,26.0,24,0,35013
4730,2020-02-02,West Mesa,5.0,6,0,35013
4737,2020-02-02,7E Deming Airport,13.0,13,0,35029
4749,2020-02-02,Substation,2.0,2,0,35045
4761,2020-02-02,Bronx - IS52,19.0,19,0,36005
4830,2020-02-02,Taylorsville Liledoun,3.0,4,0,37003
4838,2020-02-02,CHERRYGR,2.0,3,0,37033
4840,2020-02-02,W OWEN SCH,6.0,6,0,37051
